,content
284,2019年第12本 颠沛起伏，倒也没辜负电视剧改编中说，以现代笔法写出大历史的波澜，在菲律宾的独处时光中开始看，看到忘记时间忘记人在异国，只在庆国的江山中随着范闲闯荡。
285,当我猜出他是皇上的孩子的时候，我就弃了 金手指开太多了，我不懂这个分数是怎么来的。
286,高中时期看的，猫腻入坑作，最近在看电视，补个卡
287,不错，好读
288,情节曲折，范闲虽然带着主角光环，但也算接地气…大男主的戏…
289,第一部真的好一般啊。给六分是因为第一卷是最短的。
290,猫腻里最喜欢的一本，真的经典
291,就冲着塑造出陈萍萍这么好的角色，书中男主的浅薄思想，三妻四妾的后宫弊病都可以忽略不计。
292,用严肃文学的标准来评价是在是很一般，鉴于是yy网文，3星。
293,不错的故事
294,一个月看完的，好长，权谋确实厉害👍，就是起名无能
295,"没想到一部十二年前的网文小说也能有这么大的IP潜质，到今年年底改编后的同名电视剧上线之后更是引得无数书迷和剧迷为之摇旗打call，我有很多很多年没看这种所谓的""网文小说""了，近些年来所谓的IP影视剧改编真是层出不穷，好多人都已经有""审美疲劳""了，但是那些所谓的影视公司和制作发行方却乐此不疲，貌似网文文学界的""IP盛宴""还未真正到来……
近几年改编最成功的作品莫过于山影的《琅琊榜》，豆瓣评分9.3，奠定了国内古装权谋改编剧的标杆，今年改编上映的《东宫》也是引发了一波流量的爆发，到年底《庆余年》上线，不知其能否成为今年年底的""最后一个爆款""？

言归正传，《庆余年·壹》包含两部分内容：第一卷，在澹州；第二卷，在京都。大部分都是小说剧情前期的铺垫内容，相对后面的主线剧情，前期的改编还算相对容易……"
296,猫腻的强项在于桥段设计而不是细节描写，特别是人物情感方面，相当的冷感单调，或许是小说整体基调使然。电视剧则在桥段的细节上大做文章，靠着男主全程开挂，闹剧爽剧虐剧的花样百出。为了悬念的铺排，小说叙事视角几乎完全集中于范闲，只是到了卷二的最后才逐渐引入一些他人视角，这是与剧集中范闲南帝双主视角叙事最大的区别，后者应该是为便于观众快速理解情节，同时也起到平衡叙事和演员戏份的作用。滕子京的改动，应是为此后主题的伏笔。就目前而言，整体改编得还不错。很少看网路小说，一天看完二三十万字，更是绝无仅有。说明文字简练，对白占比不大，前后情节联系一目了然，读起来很畅快。可无意间瞟见了总字数，居然有360W字，感觉给自己挖了个大坑。
297,看了电视剧之后去看小说，作者庞大的世界观真的很震撼
298,mark一部得了，电视剧据说可以打发时间，于是跑去喜马拉雅听了全集，打发回国前的时光
299,一个时代有一个时代的刺激点。。。
301,一边看电视剧一边看书，发现书的尺度大一点
302,这小说写起来真是便宜～
303,什么垃圾玩意儿，第二次读还是在男主无数次剽窃作文和作者肆无忌惮大开金手指之下弃文，滚出我kindle！还有，废话连篇，文笔粗糙。
304,爽文
305,个人愚见，写得很一般。
306,因为影视剧而再次受到追捧的YY小说，因为买书时看到明星销售榜上的书名而选择开读的我。被吸引着熬夜、占用空闲时间速读，还被启发着YY小说的创作思路，这个时代，真的是想象力也能成为生产力的。当初读《间客》的时候应该是见过这个书名的，只不过不想持续沉迷于网络快餐而有意略过，而今通读，直觉得这套书的设计有点像《斗罗大陆》，比如穿越，比如武力分级，比如主人公的能力获得。不论
307,我还记得初中买了一套实体，被老妈看到封面后问责，尬到不知道该怎么解释这是什么书
308,免不了高开低走，前面真的一环扣一环特别有趣，大概看到10%就是范闲要去邻国出使了看不下去了。确实有些yy爽文的男频小说，什么穿越到孩子身上然后能随便背诗三百首，还有绝世武功，爹还是皇帝，简直是屌丝逆袭走向人生巅峰。听说电视剧挺好的，有空看一看。
309,"太长 不想读了
说是爽文吧又不够爽感觉还没剧好看 
果然不适合猫腻或者这一类的网文 将夜也是看了一百页便看不下去"
310,我果然是个受不了悬疑的人，熬了几天夜看完的。大的框架很好，就是前后有一些细节有矛盾。
311,全看了，就不一一标记了
312,看不下去
313,优秀作品中的一般作品
314,抄袭李杜将北朝大家气得奄奄一息这事太恶心人，扣一星。
315,开头一本让我觉得发现了新世界的大门，欲罢不能的读了五天五夜……
316,用了好几天的空余时间看完了，略有不舍
317,整体还行但略显不足先说说缺点1.主角设定过于无敌，给不了读者继续读下去的兴趣2.作者想写的太多导致篇幅很长，然而真正影响主线的可能就几个故事，优点也有1.书中各个人物塑造的很成功2.故事虽然有扯淡的成分在，不过因此看起来不会无聊3.作者写作手法明显区别于常看到的小白文，显得更有内涵
318,久闻猫腻大名，读过之后颇为失望。如果这是我读过的第一本网穿，也许我会觉得还不错；但是，十年前虚度光阴时，我读过太多这类小说了。
319,昨天有友邻和我说，豆瓣用户对图书评分更苛刻，那这一套是怎么全体8+的......讲真就是正常的穿越爽文啊......
320,不大容易读，但是洗脑…
321,最喜欢的三大网络作家之猫腻，《庆余年》我看了三次，虽然是穿越文，却读出来了不一样的味道。范闲并不犯嫌，他对这个世界有自己独特的坚持。不管是打黑拳，诗仙，寻找母亲留下的一切，还是与林郡主相爱，都只想按照他的意愿活着。庆帝还没出场，陈萍萍和范建的冰山一角，隐藏在黑暗中的一切借着第一部的剧情才缓缓拉开帷幕。
322,这种文笔和故事……真的觉得是高中生写的
323,盛名之下其实难副，男生对女生喜欢的玛丽苏无脑言情嗤之以鼻，对女写手笔下的权谋政斗嗤之以鼻，我以为这八点几分的权谋小说有多么深刻呢，其实本质不就是无脑杰克苏？男主的金手指开得都快突破天际了，至于权谋……就是架空也不能不顾逻辑吧？别的穿越者好歹有个理想有些闪光点，范闲真的是无力吐槽，男频女频的爽文其实都不咋地，谁都别笑话谁了
324,生于谋杀，长于澹州，初入京都，惊艳亮相。标准的网络小说模式。
325,只能说猫腻早期作品文笔和境界还是不太好相比择天记来说。这本书还是一本爽文后宫文的壳子。对范闲的描写，虽然极力在美化他的外表和神情，但总有一种猥琐的气息。
326,第一部还挺好看的，好歹吸引我。让我每天熬夜通宵看，很刺激。但是其实滕子京在第一部就应该死。作者很小气的不让主角这边的人死，就比较拖
327,很西式
328,>> 其实自己只不过是在给自己内心隐藏极深的好色、无耻、贪欲寻求一个伟大的牌坊
329,其实几年前读过，只不过不喜欢改编的剧，又来文字里重温了。
330,啰嗦的男频文
331,300多万字的小说，电子版，看完后有一种解脱感...想象力丰富，人物的性格鲜明，对大事件关键剧情的情绪推进设计得得很好，确实是部不错的作品。无奈篇幅太巨大了.....看完着实有点累，是不是看印刷版会好一些？回想啃金庸小说的年代，闻着书香，沉迷着畅想着～
332,害行八，爽文里算文笔挺好的了
333,典型的男频文= =
334,这是我第二本种田文 第一本名忘了 但是讲的是四个理工男回秦朝的故事
335,yy还能理解，但每次想到穿到一个几岁的小孩身上去，然后主角做的那些事，我都想把书扔作者脑袋上去，太尼玛离谱了
336,看了剧特意来看书，这不就是上学时最流行的爽文吗
338,很久之前看过  虽然作为一个网络爽文  但是男主bug的地方太多了  期待这次的具
339,罗里吧嗦。
341,现在再读真是充满旧式文人的酸腐恶臭，邵燕君也是瞎了眼才会捧猫腻。
342,我能接受玛丽苏设定，毕竟看漫威看习惯了，但是能不能不要用漂亮形容男孩子...搞得我我老是脑补那种清宫戏里涂着妖艳口红的男演员😂
343,2007年看的小说，用的是诺基亚赛班手机看的。
344,yy
345,男主的穿越 就好像带了金手指
346,爽文一时爽，亦正亦邪的主角挺讨喜，插科打诨的配角们也挺可爱。但是较真的话都可以默写红楼？主角一出场就自带bug后面就一直开挂让人觉得没啥意外的惊喜了
347,书还是比电视细腻真实了点
348,"201912 还是好看的，废寝忘食好几天，这两年都没这么看小说了。
把自己完全沉浸在小说的情节里，什么都不去想，也是一件很享受的事情。不过最后结尾结的莫名其妙"
349,一般
350,看了看差评，再看看差评一星者读过的书，看过的影视剧，我大概明白都是什么水平了
351,终于重温了一遍，篇幅实在太长太长了！看完快虚脱了。然而，全文不管是人物，对白还是剧情，都没有太大漏洞，实在是不容易。这大概是猫腻的巅峰作吧。
352,这不就是杰克苏文吗？？？？怎么这么高的评价
353,男生总是嫌弃女生爱读的言情小说里充满玛丽苏，遇见各种高富帅还专情，穿越以后不是遇见皇上就是王爷。我看男生爱读的也不过如此，偶遇武林秘籍学会盖世武功，有隐秘的强大身份，被各种女生爱上… 人在YY的时候，别五十步笑百步了… YY也就算了，就这文笔居然还能上八分！征用个古诗也就杜甫李白，征用个古书也就红楼，唉。看了后面的剧透我真是凌乱了，又是人工智能又是电脑的，脑洞也是没谁了。我真是看不下去了，你们继续嗨
